product_name,category,original_price,discounted_price,source,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,is_fraud,fraud_type,price_volatility,presale_spike_ratio,ref_price_mismatch,discount_magnitude
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,339.0,154.0,amazon,337.7733603519101,334.9054181435617,330.660205840178,342.73264422271876,344.37523055093317,334.772461652771,342.52950756535745,331.2413653783551,344.4366177960877,339.3157262833157,337.73505694646815,338.3101629842524,154.0,0,none,4.727428655147804,1.0008727093847625,1.0022697028851972,0.5457227138643068
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,299.0,amazon,376.6044678660843,299.3255659537239,388.5475032563902,304.75912327681766,363.2838278793934,296.9056805095195,353.2974742805206,292.8128567032165,374.35158759170764,293.3132476510665,334.51507071478215,307.04862620729114,299.0,1,yo_yo_pricing,37.06938957941283,0.9195848350574469,2.4061644597024365,0.6257822277847309
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",700.0,219.0,amazon,222.3127744532815,233.90783157801386,237.6662517827366,223.32946389976203,243.1129831465393,236.77182159875042,233.84196931500415,226.95483616518888,226.99653205593555,242.38015328599207,234.21349961636457,231.58758176699268,219.0,1,fake_reference,6.814889367839009,1.0190173846674508,3.007437286435254,0.6871428571428572
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899.0,350.0,amazon,1001.2271838960181,720.3900823578474,957.2745220550738,1042.3729751071323,830.6097478515036,857.4146396966411,882.4774954348349,943.5960560145305,935.3979861279532,892.6807265315242,933.3368092576113,894.8924700768353,350.0,0,none,83.46855714238208,0.9990171452512512,0.9904816536125411,0.610678531701891
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,159.0,amazon,162.04945952756051,159.4192835717201,158.79565853296205,157.49496245317667,163.00378498582995,164.21107075689264,160.10108343947795,162.36443756051295,159.24398033830386,156.29493181489818,162.29333357598927,154.49169916466042,159.0,1,fake_reference,2.931257729909259,0.981029835963271,2.49405696941253,0.6015037593984962
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,349.0,amazon,372.9833427469964,364.4665226389371,375.95942838051775,372.10527668173063,366.5439572318592,376.0541737091048,369.35980504736426,368.8264739638516,368.98855721854153,379.63212802036276,361.26798031821517,370.8371106231222,349.0,1,fake_reference,5.191676096190023,0.9999772491178206,1.076674914596513,0.12531328320802004
MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24999.0,13999.0,amazon,14365.061613122845,13996.716418784978,13855.38752395775,13996.478474668544,14023.63308623138,14577.62086070528,14154.592274356453,14610.082021476861,14272.900738318422,13886.786052933741,13999.007783095356,14276.843350680721,13999.0,1,fake_reference,254.06790463698286,0.9893270625170543,1.7644784610617659,0.4400176007040282
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,249.0,amazon,403.0118722383592,411.43926821414647,399.87303351747494,389.26643971210734,418.54596181950996,394.6447221394991,397.4132738541466,393.4108199307284,397.37691229726283,495.8389138604908,495.4358760513687,499.96756848129684,249.0,1,price_jacking,44.37338691544128,1.2409844760011701,0.939519019950665,0.37593984962406013
"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,199.0,amazon,202.47694774906148,204.06975689580585,205.35323844163418,210.15255998466017,204.14961026156746,200.43400221180733,203.15277773185883,209.08676867913147,201.01385179754482,207.4775555430745,206.59344888828798,204.5800464404886,199.0,1,fake_reference,3.0174614087243343,1.0087307627672242,2.4355912959742176,0.6012024048096193
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21990.0,13490.0,amazon,18064.204892581998,14441.203272406954,16518.075547112065,13599.764271768325,19730.298988749317,13239.475010922626,18309.80404197804,13398.116974261568,17799.812202721616,14828.707177391858,17355.242170360245,14705.737093524824,13490.0,1,yo_yo_pricing,2225.5537143923834,0.9694578028040799,1.37444342406173,0.3865393360618463
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1799.0,970.0,amazon,1340.8677693348773,951.218339222934,1402.6539043424646,1026.958098283995,1190.8081147432242,1023.548806476455,1205.3173713201525,1047.1418610898686,1372.8300649540015,1028.3525230634223,1207.6885257366357,954.6167836077278,970.0,1,yo_yo_pricing,162.9207573444854,0.9063215058942834,1.5698077811081788,0.4608115619788771
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",499.0,279.0,amazon,283.1475925794318,283.2039935178841,276.6727884402631,281.69108993614117,280.0432285880671,274.358254806782,282.36538398086253,282.19787927157375,280.40894082516087,281.83197150853766,288.2872082096801,287.09247485123916,279.0,1,fake_reference,3.8263906099306433,1.0188368195020152,1.7709160889978726,0.4408817635270541
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",22900.0,13490.0,amazon,15785.230439768879,14311.734225209982,16414.028667391627,13826.508828451326,17446.22963722617,13821.79830293164,15402.727250969863,13476.037498580909,17407.977815677412,13710.921497655225,17744.183161520305,12840.489659389945,13490.0,1,yo_yo_pricing,1747.177326073677,0.9636999984572883,1.5083331538371156,0.4109170305676856
Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,59.0,amazon,201.33192351578842,207.22181761447095,193.14479543518615,195.69591585664585,195.4953011526202,197.8891910682577,205.4589393620969,199.05314365186177,196.23511949075683,201.47477794713618,196.61277796633803,203.4711804048473,59.0,0,none,4.377408744659945,1.0073401450647068,0.997875176304385,0.7035175879396985
Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",19990.0,11499.0,amazon,12163.896238229503,11896.252422059786,11660.368423958309,12205.655880641072,11698.624627247367,11860.312275307893,11787.818923289648,11740.526369705016,11911.538551483482,11800.07058595555,11989.46781363629,11722.712366572057,11499.0,1,fake_reference,175.61220811285455,0.9963690302898089,1.6841100856658715,0.4247623811905953
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",699.0,199.0,amazon,712.3665814236632,689.132349706516,715.6737512272106,695.6735717381845,715.1509246475134,705.1255655351315,714.6901499367661,685.0616632584951,697.5070200648264,719.2909810630613,690.3598448694115,670.5199268649825,199.0,0,none,15.259226310575448,0.9858034909831,0.9973185672652651,0.7153075822603719
OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",19999.0,14999.0,amazon,18996.47386774263,19153.37671451171,19834.35256750787,20510.38566257503,19822.11713278032,20128.4044708935,19955.00560376436,20002.419407195503,19931.72382807891,19929.33134588369,20183.456416708807,19528.630451076904,14999.0,0,none,424.89995765671875,1.0033083681644959,1.0084560008513699,0.2500125006250313
"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,299.0,amazon,406.34174310731714,397.4434424198103,405.42703952537283,393.40327147846773,394.7129602694748,400.24698552515525,397.4820362198228,395.41907049928045,393.63386465048296,394.5511921201474,406.49456657868797,383.49227922276657,299.0,0,none,6.592375668833915,0.9914912498750458,1.0040580782122142,0.2506265664160401
"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1999.0,970.0,amazon,1341.839133769189,1021.6025145461371,1192.1192808467467,1032.9429881196381,1202.6089611423386,985.47622190398,1443.9197461718206,971.0249192242857,1349.6791120306727,990.442498497638,1448.3721788562214,996.1343528087589,970.0,1,yo_yo_pricing,188.88815165611612,0.9775769837865849,1.7163510381495304,0.5147573786893447
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,299.0,amazon,383.05505154988055,303.9463152298898,379.7881136907638,306.79552800288866,399.0512530395836,317.650720701194,365.94477751873507,316.87076942221256,443.9764889828559,294.2636937318444,381.9409282305274,291.3287137305517,299.0,1,yo_yo_pricing,49.683312531557796,0.9022470354982921,2.864781486635251,0.7007007007007007
"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,750.0,199.0,amazon,728.601668692192,776.5193992246654,742.8694068729303,757.1641527272634,734.6717108303803,761.9179235940162,721.9025853354705,763.8092267708244,749.4694811268193,781.6590758040106,730.4019889073397,751.1457072023939,199.0,0,none,19.089411921876334,1.0078217816324535,0.9999852972063635,0.7346666666666667
"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,179.0,amazon,325.0256394310227,311.69622977285144,315.79164492469624,301.8928401892657,307.9003750966564,314.3859030208505,316.752948436328,307.4762080563454,320.18639410856144,387.97605974303116,374.1320696157433,368.47751458530894,179.0,1,price_jacking,29.6135729990399,1.202278222518017,1.515299580933172,0.6412825651302605
"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1099.0,389.0,amazon,403.05747972412,407.56132171357353,399.7171016139338,401.08408323444877,373.54685879214725,391.36005368191474,403.56421849484764,425.8080164807999,402.61675857545,393.36957585799,402.2118617402277,396.3832501315183,389.0,1,fake_reference,12.021678743208781,0.9910146921473493,2.747339406540989,0.6460418562329391
"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,599.0,amazon,593.8588755067436,613.4773068160525,612.3661075973581,609.0735214665305,597.7674111334691,612.7398665092658,598.4045631016791,604.5903863414015,611.3835686779153,608.6899554359828,620.4412611048111,604.4063825121613,599.0,0,none,7.712014606486852,1.0086091131776294,0.9863871971389331,0.0
"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,199.0,amazon,975.8198013024542,1025.9751342372608,992.3809622647461,1006.7230521197591,981.9879159825141,1018.9976108451324,991.3110516683208,1028.1330026074181,988.3659642624544,1300.1136044877278,1288.827807224038,1253.302584098256,199.0,1,price_jacking,127.99819192337229,1.2793699046572358,0.9327775734611278,0.8008008008008008
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,666.66,99.0,amazon,654.6383270115854,655.6938804769018,676.282720999997,658.3221900260537,658.7421716156822,662.074703063956,653.3245441575917,680.593119463064,674.7734481778382,864.5950672856949,863.9186494337088,873.5904096936014,99.0,1,price_jacking,92.51507214505922,1.3066171405132683,0.9327667555041637,0.8514985149851498
"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1900.0,899.0,amazon,1933.0968524962252,1880.6786288975347,1929.5419297994567,1895.4866954600825,1892.4380690154585,1970.9259122557808,1884.0803598882312,1881.7909732251585,1825.819999084681,1846.7114924727807,1917.1426716719147,1873.5930057549608,899.0,0,none,39.28311000348702,0.9893811042923424,1.0030219736690318,0.5268421052631579
"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,199.0,amazon,255.11654640630786,211.60708082103096,252.8668618463545,192.80157961260875,248.7282701772741,212.61317031583835,275.5076091828839,204.4923400724532,296.0333329923072,190.73160019694157,282.79515563596647,197.9709564633854,199.0,1,yo_yo_pricing,37.72292223460482,0.9370751957479158,4.249158483431413,0.8008008008008008
OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",45999.0,32999.0,amazon,49545.392693747046,52485.6672733014,44336.18534196513,41565.968017816005,41720.932897502586,42100.60301782871,44458.437193106554,46407.84801502303,44382.07251444186,43626.45817909507,39766.08008229433,47829.66245976709,32999.0,0,none,3665.1930723896307,0.9672324250772403,1.0255705038718528,0.28261483945303156
"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1999.0,970.0,amazon,1072.2201619867374,989.7986327054977,1086.8432170360393,999.2052620967395,1160.6552521330455,985.0170293347558,1139.994826854458,994.6968186004145,1054.5795323937978,985.5192750447387,1133.7445796658326,961.445282172305,970.0,1,yo_yo_pricing,70.4559770088933,0.9745984340552297,1.9093071357976314,0.5147573786893447
"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,695.0,209.0,amazon,220.79060340495118,220.38986576008972,215.06878972666115,213.85027086273726,216.43188290339154,218.50491190846395,215.29088637967203,217.16376143750017,219.33536252602784,223.02750238927368,219.93790501832387,213.82974193730752,209.0,1,fake_reference,2.9817284013911354,1.0069291346315856,3.1909746878971617,0.6992805755395683
Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",34999.0,19999.0,amazon,35266.89296730358,34796.70763983999,34724.73646845916,35477.78724970081,34751.62008019275,33747.496734418026,35252.28588414138,34701.86353645616,34486.9429434084,40884.28279620889,43061.739038013446,40326.004001593545,19999.0,1,price_jacking,3089.392608503607,1.1903210044849917,0.960020058212403,0.428583673819252
"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1099.0,399.0,amazon,1092.936903544906,1126.0124437726024,1127.7873358069048,1073.6134816842525,1095.0956443322816,1065.8001688755753,1121.2263312617724,1066.5451527217665,1095.8525575247409,1327.281717578574,1294.6309408696627,1338.6519416757399,399.0,1,price_jacking,103.95416162935858,1.2044450435591527,0.9538940628497237,0.6369426751592356
"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1599.0,999.0,amazon,1229.114559859332,988.7397192858966,1124.9498815041636,1049.8146961431326,1248.2841781121344,979.3213480449288,1239.1313323902361,970.4189080607636,1121.9994464783333,985.1278706517021,1271.4526483780571,1039.310044598478,999.0,1,yo_yo_pricing,117.3419010365936,0.9935586983241278,1.4484062308965777,0.37523452157598497
"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,59.0,amazon,148.57938842922505,151.68286870181848,148.37957478519866,149.36026260658136,148.2906944237268,148.02837232336205,148.09672800379232,149.78787843900602,148.52762143301058,178.16108763100826,177.862337959781,180.96793697874327,59.0,1,price_jacking,13.63641973124067,1.201561847232779,1.2717518889915163,0.7035175879396985
"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,333.0,amazon,493.52570354624646,321.6881183953289,445.4905621788216,345.50679283772445,442.0915185705772,330.3860320577623,444.8278852268186,354.09913904302636,436.66582746187225,364.6292118577894,463.4610253508765,357.6283549770533,333.0,1,yo_yo_pricing,59.597949396540315,0.9841944238412667,2.4974999107643816,0.6666666666666666
D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1208.0,507.0,amazon,1196.7376986590855,1241.461390862551,1182.0771830263266,1219.9630320465997,1184.9981796469367,1195.481603454046,1172.692488909914,1195.5250345271122,1216.482984219705,1406.1185016771497,1370.10060634423,1449.4728104780338,507.0,1,price_jacking,97.32618474045044,1.1732145747446046,0.9643997376136445,0.5802980132450332
"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",475.0,309.0,amazon,332.1979097298686,345.40445042328787,339.72443862614034,338.6937847542583,347.90610024626653,327.66254482909125,326.4455245550346,345.91358015564373,348.65068396563504,340.0187571808034,333.31701419367363,339.3311594660658,309.0,1,fake_reference,7.550614625655329,0.9952177719114318,1.4021222898413084,0.3494736842105263
7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",999.0,399.0,amazon,595.9747143001008,395.5052682032475,580.8996437436483,400.18895169056503,571.8111726874467,426.4216362142059,483.046657657006,406.82428313020904,494.6837615021709,433.28793808188743,501.0211189473766,421.6889844088685,399.0,1,yo_yo_pricing,73.7603155192886,0.9340210171261342,2.098976832103815,0.6006006006006006
"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,395.0,199.0,amazon,247.97496423971265,189.08025248894714,287.6610507772967,201.47642675230105,251.84017096500654,193.8703268672559,271.7856158818154,191.9113933703242,268.83240143422205,215.5629269586118,271.0519418895692,210.85377843845134,199.0,1,yo_yo_pricing,36.60223134092959,0.994285081450879,1.6917084425771796,0.4962025316455696
"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,2199.0,1199.0,amazon,1986.1663003009617,2401.3389965191623,2018.1243171823196,2074.6099919368057,2641.3821140223326,2376.1464421005458,1985.1744618937964,2208.2172122676625,2356.692960887342,1804.649231832256,2163.9112237124377,2119.395986103763,1199.0,0,none,231.5883611060983,0.9110137384676602,1.009649242498549,0.45475216007276037
"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,500.0,179.0,amazon,234.81118495181525,172.34521948568795,251.17652765808913,187.53760790392562,221.73999030567026,196.21034694533444,249.83026355865536,178.14662760972433,244.5666762860984,189.68285498473347,240.8541913435703,176.56872185632935,179.0,1,yo_yo_pricing,31.325245041795952,0.940586008762091,2.3589818231774795,0.642
